Янв. '16;17.74;0.0051;168.9
Февр. '16;17.33;-0.0234;168.9
Март '16;17.5;0.0101;168.9
Апр. '16;19.45;0.1114;197.3
Май '16;20.99;0.0792;197.3
Июнь '16;20.45;-0.0257;197.3
Июль '16;23.06;0.1274;196
Авг. '16;22.7;-0.0154;196
Сент. '16;20.31;-0.1053;196
Окт. '16;19.27;-0.051;223.6
Нояб. '16;21.8;0.1307;223.6
Дек. '16;23.17;0.0631;223.6
Янв. '17;23.91;0.0317;214.5
Февр. '17;22.62;-0.0538;214.5
Март '17;22.23;-0.0172;214.5
Апр. '17;21.35;-0.0396;214.5
Май '17;12.45;-0.4166;214.5
Июнь '17;12.13;-0.0261;214.5
Июль '17;12;-0.0107;128.9
Авг. '17;11.75;-0.0208;128.9
Сент. '17;13.36;0.137;128.9
Окт. '17;13.17;-0.0142;116.7
Нояб. '17;10.66;-0.1902;116.7
Дек. '17;12.09;0.1336;116.7
Янв. '18;12.2;0.0091;114.4
Февр. '18;12.09;-0.009;114.4
Март '18;11.85;-0.0199;114.4
Апр. '18;11.23;-0.0523;85
Май '18;10.41;-0.0726;85
Июнь '18;8.81;-0.1541;85
Июль '18;9.07;0.0295;84
Авг. '18;8.29;-0.086;84
Сент. '18;8.7;0.0495;84
Окт. '18;7.8;-0.1034;77.2
Нояб. '18;8.57;0.0986;77.2
Дек. '18;8;-0.0665;77.2
Янв. '19;9.61;0.2014;92
Февр. '19;9.92;0.0322;92
Март '19;9.54;-0.038;92
Апр. '19;8.82;-0.0756;95.3
Май '19;9.02;0.0226;95.3
Июнь '19;9.87;0.0946;95.3
Июль '19;12.09;0.2243;122.4
Авг. '19;11.63;-0.0379;122.4
Сент. '19;12.68;0.0903;122.4
Окт. '19;14.57;0.1489;147
Нояб. '19;15;0.0297;147
Дек. '19;15.24;0.0157;147
